asset_description,asset_abbreviation,dbo_entity_type,can_be_connected,ifc_class,ifc_type,ifc_version,IFC2x3,IFC4.3
tank - hot water cylinder,HWC,,0,IfcTank,STORAGE,"4x1,4.3",IfcTankType.USERDEFINED,IfcTankType.STORAGE
tank - mains water storage tank,MWST,,0,IfcTank,STORAGE,"4x1,4.3",IfcTankType.USERDEFINED,IfcTankType.STORAGE
tank - potable/domestic water storage tank,DWST,,0,IfcTank,STORAGE,"4x1,4.3",IfcTankType.USERDEFINED,IfcTankType.STORAGE
tank - potable/domestic water transfer tank,DWTT,,0,IfcTank,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcTankType.NOTDEFINED,IfcTankType.USERDEFINED","IfcTankType.NOTDEFINED,IfcTankType.USERDEFINED"
tank - rainwater storage tank,RNWST,,0,IfcTank,STORAGE,"4x1,4.3",IfcTankType.USERDEFINED,IfcTankType.STORAGE
tank - sprinkler tank,SPT,,0,IfcTank,STORAGE,"4x1,4.3",IfcTankType.USERDEFINED,IfcTankType.STORAGE
tank - thermal storage tank,TST,,0,IfcTank,STORAGE,"4x1,4.3",IfcTankType.USERDEFINED,IfcTankType.STORAGE
tank - water tank,TK,,0,IfcTank,STORAGE,"4x1,4.3",IfcTankType.USERDEFINED,IfcTankType.STORAGE
tank - wet riser tank,WRT,,0,IfcTank,STORAGE,"4x1,4.3",IfcTankType.USERDEFINED,IfcTankType.STORAGE
thermal wheel,TW,,0,IfcAirToAirHeatRecovery,ROTARYWHEEL,"2x3,4x1,4.3",IfcAirToAirHeatRecoveryType.ROTARYWHEEL,IfcAirToAirHeatRecoveryType.ROTARYWHEEL
timeclock,TMCLK,,1,IfcElectricTimeControl,TIMECLOCK,"2x3,4x1,4.3",IfcElectricTimeControlType.TIMECLOCK,IfcElectricTimeControlType.TIMECLOCK
transformer,TXMR,,0,IfcTransformer,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcTransformerType.NOTDEFINED,IfcTransformerType.USERDEFINED","IfcTransformerType.NOTDEFINED,IfcTransformerType.USERDEFINED"
transportation - escalator,ESC,,1,IfcTransportElement,ESCALATOR,"2x3,4x1,4.3",IfcTransportElementType.ESCALATOR,IfcTransportElementType.ESCALATOR
transportation - lift / elevator,ELV,,1,IfcTransportElement,ELEVATOR,"2x3,4x1,4.3",IfcTransportElementType.ELEVATOR,IfcTransportElementType.ELEVATOR
transportation - lift / elevator controller,ELC,,1,IfcUnitaryControlElement,NOTDEFINED,"4x1,4.3,4x1,4.3",IfcControllerType.USERDEFINED,"IfcUnitaryControlElementType.NOTDEFINED,IfcUnitaryControlElementType.USERDEFINED"
transportation - lift / elevator door motor,ELDM,,1,IfcElectricMotor,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcElectricMotorType.USERDEFINED,IfcElectricMotorType.NOTDEFINED","IfcElectricMotorType.USERDEFINED,IfcElectricMotorType.NOTDEFINED"
transportation - lift / elevator inverter,ELI,,1,IfcTransformer,INVERTER,"4x1,4.3",IfcTransformerType.INVERTER,IfcTransformerType.INVERTER
transportation - lift / elevator traction machine,ELTM,,1,IfcElectricMotor,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcElectricMotorType.USERDEFINED,IfcElectricMotorType.NOTDEFINED","IfcElectricMotorType.USERDEFINED,IfcElectricMotorType.NOTDEFINED"
transportation - moving walkway,AW,,1,IfcTransportElement,MOVINGWALKWAY,"2x3,4x1,4.3",IfcTransportElementType.MOVINGWALKWAY,IfcTransportElementType.MOVINGWALKWAY
trap primer,TP,,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
trap primer - electronic trap primer,TPE,,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
ups - uninteruptable power supply unit,UPS,ELECTRICAL/UPS,1,IfcElectricFlowStorageDevice,UPS,"2x3,4x1,4.3",IfcElectricFlowStorageDeviceType.UPS,IfcElectricFlowStorageDeviceType.UPS
user interface - keypad,KP,,1,IfcSwitchingDevice,KEYPAD,"4x1,4.3",IfcSwitchingDeviceType.USERDEFINED,IfcSwitchingDeviceType.KEYPAD
uv disinfection unit,UVDU,,1,IfcFilter,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcFilterType.USERDEFINED,IfcFilterType.NOTDEFINED","IfcFilterType.USERDEFINED,IfcFilterType.NOTDEFINED"
valve,VLV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - air admittance valve,AAV,HVAC/VLV,0,IfcValve,AIRRELEASE,"2x3,4x1,4.3",IfcValveType.AIRRELEASE,IfcValveType.AIRRELEASE
valve - angle stop valve,AV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - backflow preventer valve,BFP,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - balancing valve,BLV,HVAC/VLV,0,IfcValve,COMMISSIONING,"2x3,4x1,4.3",IfcValveType.COMMISSIONING,IfcValveType.COMMISSIONING
valve - ball valve,BV,HVAC/VLV,0,Ifcvalve,GASCOCK,"2x3,4x1,4.3",IfcValveType.GASCOCK,IfcValveType.GASCOCK
valve - blowdown valve,BDV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - butterfly valve,BFV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - bypass valve,BYV,HVAC/VLV,0,IfcValve,DIVERTING,"2x3,4x1,4.3",IfcValveType.DIVERTING,IfcValveType.DIVERTING
valve - check valve,CKV,HVAC/VLV,0,IfcValve,CHECK,"2x3,4x1,4.3",IfcValveType.CHECK,IfcValveType.CHECK
valve - chilled water valve,CHWV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - condenser water valve,CDWV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - control valve,CV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - control valve modulating,CVM,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - control valve open closed,CVO,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - differential pressure control valve,DPCV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - energy valve,ENV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - float valve,FV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - flow control valve,FCV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - gate valve,GV,HVAC/VLV,0,IfcValve,STEAMTRAP,"2x3,4x1,4.3",IfcValveType.STEAMTRAP,IfcValveType.STEAMTRAP
valve - hot water valve,HWV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - isolation valve,ISV,HVAC/VLV,0,IfcValve,ISOLATING,"2x3,4x1,4.3",IfcValveType.ISOLATING,IfcValveType.ISOLATING
valve - level control valve,LCV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - make up water valve,MUV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - master thermostatic valve,MMV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - pressure attenuator,PA,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - pressure control valve,PCV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - pressure independent control valve,PICV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - pressure reducing valve,PRV,HVAC/VLV,0,IfcValve,PRESSUREREDUCING,"2x3,4x1,4.3",IfcValveType.PRESSUREREDUCING,IfcValveType.PRESSUREREDUCING
valve - pressure relief valve,PRFV,HVAC/VLV,0,IfcValve,PRESSURERELIEF,"2x3,4x1,4.3",IfcValveType.PRESSURERELIEF,IfcValveType.PRESSURERELIEF
valve - process water valve,PWV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - recirculation valve,RCV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - return valve,RTV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - seismic gas valve,SGV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - solenoid valve,SNV,HVAC/VLV,1,IfcValve,SAFETYCUTOFF,"2x3,4x1,4.3",IfcValveType.SAFETYCUTOFF,IfcValveType.SAFETYCUTOFF
valve - steam pressure reducing valve,SPRV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - supply valve,SPV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - temperature control valve,TCV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
valve - thermostatic mixing valve,TMV,HVAC/VLV,0,IfcValve,MIXING,"2x3,4x1,4.3",IfcValveType.MIXING,IfcValveType.MIXING
valve - water hammer arrestor,WHAV,HVAC/VLV,0,IfcValve,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED","IfcValveType.NOTDEFINED,IfcValveType.USERDEFINED"
variable frequency drive,VFD,,1,IfcMotorConnection,NOTDEFINED,"2x3,4x1,4.3",IfcMotorConnectionType.USERDEFINED,IfcMotorConnectionType.USERDEFINED
washing appliance - commercial flight machine,CDWFM,,0,IfcElectricAppliance,DISHWASHER,"2x3,4x1,4.3",IfcElectricApplianceType.DISHWASHER,IfcElectricApplianceType.DISHWASHER
washing appliance - commercial pass through machine,CDWPTM,,0,IfcElectricAppliance,DISHWASHER,"2x3,4x1,4.3",IfcElectricApplianceType.DISHWASHER,IfcElectricApplianceType.DISHWASHER
washing appliance - commercial pot and utensil machine,CDWPUW,,0,IfcElectricAppliance,DISHWASHER,"2x3,4x1,4.3",IfcElectricApplianceType.DISHWASHER,IfcElectricApplianceType.DISHWASHER
washing appliance - commercial rack machine,CDWRM,,0,IfcElectricAppliance,DISHWASHER,"2x3,4x1,4.3",IfcElectricApplianceType.DISHWASHER,IfcElectricApplianceType.DISHWASHER
washing appliance - commercial undercounter machine,CDWUM,,0,IfcElectricAppliance,DISHWASHER,"2x3,4x1,4.3",IfcElectricApplianceType.DISHWASHER,IfcElectricApplianceType.DISHWASHER
washing appliance - conveyor system,CDWSCS,,0,IfcElectricAppliance,DISHWASHER,"2x3,4x1,4.3",IfcElectricApplianceType.DISHWASHER,IfcElectricApplianceType.DISHWASHER
washing appliance - roller table,CDWRT,,0,IfcFurniture,TABLE,"4x1,4.3",IfcFurnitureType.USERDEFINED,IfcFurnitureType.SHELF
waste management - food dehydrator,WSTFD,,0,IfcElectricAppliance,NOTDEFINED,"2x3,4x1,4.3",IfcElectricApplianceType.USERDEFINED,IfcElectricApplianceType.USERDEFINED
waste management - waste bin,WSTBIN,,0,IfcFurniture,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcFurnitureType.NOTDEFINED,IfcFurnitureType.USERDEFINED","IfcFurnitureType.NOTDEFINED,IfcFurnitureType.USERDEFINED"
waste management - waste compactor,WSTC,,0,IfcElectricAppliance,NOTDEFINED,"2x3,4x1,4.3",IfcElectricApplianceType.USERDEFINED,IfcElectricApplianceType.USERDEFINED
waste management - wet waste grinder,WSTWG,,0,IfcElectricAppliance,NOTDEFINED,"2x3,4x1,4.3",IfcElectricApplianceType.USERDEFINED,IfcElectricApplianceType.USERDEFINED
waste terminal - area drain,AD,,0,IfcWasteTerminal,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcWasteTerminalType.NOTDEFINED,IfcWasteTerminalType.USERDEFINED","IfcWasteTerminalType.NOTDEFINED,IfcWasteTerminalType.USERDEFINED"
water heater - domestic electric water heater,DEWH,HVAC/HWS,0,IfcElectricAppliance,FREESTANDINGWATERHEATER,"4x1,4.3",IfcElectricApplianceType.WATERHEATER,IfcElectricApplianceType.FREESTANDINGWATERHEATER
water heater - domestic gas water heater,DGWH,HVAC/HWS,0,IfcBoiler,WATER,"2x3,4x1,4.3",IfcBoilerType.WATER,IfcBoilerType.WATER
water heater - electric water heater,EWH,HVAC/HWS,0,IfcElectricAppliance,FREESTANDINGWATERHEATER,"4x1,4.3",IfcElectricApplianceType.WATERHEATER,IfcElectricApplianceType.FREESTANDINGWATERHEATER
water heater - gas water heater,GWH,HVAC/HWS,0,IfcBoiler,WATER,"2x3,4x1,4.3",IfcBoilerType.WATER,IfcBoilerType.WATER
water heater - instantaneous water heater,IWH,HVAC/HWS,0,IfcElectricAppliance,NOTDEFINED,"2x3,4x1,4.3",IfcElectricApplianceType.USERDEFINED,IfcElectricApplianceType.USERDEFINED
water heater - solar water heating panel,SWHP,,0,IfcSolarDevice,SOLARCOLLECTOR,"4x1,4.3",IfcElectricApplianceType.WATERHEATER,IfcSolarDeviceType.SOLARCOLLECTOR
water treatment - chemical dosage unit,CHDU,,1,IfcDistributionSystem,CHEMICAL,"2x3,4x1,4.3",IfcTankType.USERDEFINED,IfcTankType.USERDEFINED
water treatment - cooling tower water treatment unit,CTSU,,1,IfcUnitaryEquipment,NOTDEFINED,"2x3,4x1,4.3,2x3,4x1,4.3","IfcUnitaryEquipmentType.NOTDEFINED,IfcUnitaryEquipmentType.USERDEFINED","IfcUnitaryEquipmentType.NOTDEFINED,IfcUnitaryEquipmentType.USERDEFINED"
water treatment - dosing pot,DPOT,,0,IfcDistributionFlowElement,NOTDEFINED,"2x3,4x1,4.3",IfcTankType.USERDEFINED,IfcTankType.USERDEFINED
water treatment - electro magnetic water conditioner,EMWC,,0,IfcFlowTreatmentDevice,NOTDEFINED,"2x3,4x1,4.3",IfcFilterType.WATERFILTER,IfcFilterType.WATERFILTER
weather station,WST,HVAC/WEATHER,1,IfcUnitaryControlElement,WEATHERSTATION,"4x1,4.3",IfcElectricDistributionPoint.USERDEFINED,IfcUnitaryControlElementType.WEATHERSTATION
window,WD,,0,IfcWindow,NOTDEFINED,"4x1,4.3,4x1,4.3,4x1,4.3,4x1,4.3,4x1,4.3","IfcWindowStyle.USERDEFINED,IfcWindowStyle.NOTDEFINED","IfcWindowType.NOTDEFINED,IfcWindowType.USERDEFINED,IfcWindowType.WINDOW,IfcWindowType.SKYLIGHT,IfcWindowType.LIGHTDOME"
